Product_ID,Product_Name,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Last_Order_Date,Sales_Volume,Inventory_Turnover_Rate
13-798-3397,Egg (Turkey),89-992-6472,Twimm,86,16,37,$2.50,5/9/2024,34,66
85-806-0613,Oatmeal Biscuit,06-286-2758,Kwimbee,41,21,47,$5.00,1/1/2025,50,99
67-248-6306,Cauliflower,86-173-6891,Avamm,77,54,10,$2.50,10/2/2024,64,73
47-866-6589,Egg (Duck),78-203-1075,Dynazzy,41,61,69,$1.00,2/3/2025,30,100
91-127-7489,Orange,86-079-1525,Oyondu,44,8,52,$2.95,12/10/2024,42,66
90-343-9640,Avocado Oil,54-919-9424,Dabtype,53,89,100,$10.00,4/6/2024,22,83
01-018-6418,Chocolate Biscuit,78-888-6073,Chatterbridge,68,29,100,$5.00,9/27/2024,70,26
80-375-9075,Swiss Cheese,86-487-3354,Centidel,96,34,57,$8.00,10/20/2024,71,17
80-227-6886,Garlic,91-632-7343,Layo,33,4,31,$7.00,1/12/2025,46,92
15-562-3712,Cauliflower,53-243-7800,Yakitri,33,89,15,$2.50,6/20/2024,90,52
10-137-9759,Watermelon,23-688-6256,Trupe,90,17,17,$3.00,9/3/2024,82,84
69-171-1305,Brown Rice,33-733-7313,Livetube,31,29,57,$2.50,6/18/2024,25,22
83-117-7658,Asparagus,61-424-7670,Yabox,92,3,81,$5.00,2/25/2024,62,20
74-642-2435,Cauliflower,52-012-3409,Skinix,66,31,18,$2.50,12/28/2024,85,39
10-445-0741,Anchovies,82-470-7146,Mybuzz,83,17,39,$10.00,7/11/2024,33,20
80-658-6456,Mango,42-080-6579,Wordtune,84,9,46,$5.00,5/19/2024,30,68
81-354-4203,Haddock,15-466-5131,Yabox,76,57,78,$9.00,6/27/2024,52,86
08-573-9997,Pomegranate,95-734-4024,Meevee,26,1,9,$6.00,4/5/2024,82,8
74-610-2295,Green Coffee,22-959-6357,Lajo,61,31,100,$12.50,3/16/2024,95,61
76-070-1411,Evaporated Milk,63-528-0643,Realcube,15,75,78,$1.90,2/12/2025,71,21
61-582-7399,Apricot,15-062-6342,Topiczoom,73,83,74,$5.00,2/5/2025,87,10
42-674-3917,Whole Wheat Flour,26-080-4944,Pixonyx,41,76,47,$2.65,4/20/2024,50,50
05-899-1428,Avocado Oil,17-494-5505,Dabjam,14,75,10,$10.00,1/25/2025,65,62
74-548-9313,Mango,69-832-7009,Meevee,99,59,12,$5.00,9/20/2024,52,57
20-448-2972,Asparagus,26-920-6626,Buzzbean,80,6,92,$5.00,1/20/2025,26,71
63-162-9244,Eggplant,58-945-2944,Vimbo,49,89,65,$3.00,8/11/2024,37,48
91-417-0366,Grapes,28-442-2578,Riffwire,25,74,100,$5.50,12/7/2024,41,59
60-311-5701,Sesame Oil,07-578-7055,Shuffledrive,39,78,97,$6.50,10/19/2024,54,89
36-899-5324,Orange,02-656-3112,Flashdog,94,58,17,$2.90,7/5/2024,57,74
22-266-9291,Sardines,15-550-0171,Vinder,11,17,59,$6.00,3/27/2024,69,100
76-584-4790,Peanut Oil,58-213-1146,Twitterwire,21,52,80,$4.00,11/4/2024,49,37
82-948-2298,Kiwi,53-749-6148,Topdrive,38,91,94,$5.70,2/17/2025,53,87
97-283-4840,Palm Oil,64-604-1679,Browsetype,58,23,66,$1.80,5/12/2024,82,61
17-395-1121,Plum,67-252-3923,Lajo,85,16,74,$3.85,10/8/2024,58,36
74-132-5528,Cauliflower,41-713-1053,Vinder,63,62,98,$2.50,3/21/2024,62,45
52-029-2382,Coconut Oil,16-474-4516,Brightdog,54,86,69,$5.00,8/15/2024,29,8
11-053-0107,Cherry,07-410-2867,Rooxo,30,25,11,$8.00,7/12/2024,42,76
99-194-5600,Cauliflower,70-064-6828,Tanoodle,57,25,98,$2.50,2/25/2024,78,37
48-289-0604,Vegetable Oil,94-261-1193,Browseblab,18,72,71,$2.00,8/12/2024,25,81
73-010-8323,Tuna,80-622-6587,Tagcat,16,34,89,$18.00,2/27/2024,35,52
06-068-6793,Buttermilk,94-958-6101,Twitterbeat,39,80,68,$2.50,8/6/2024,46,54
56-054-8664,Lemon,53-247-1844,Centimia,59,82,69,$2.45,3/25/2024,30,34
36-330-5036,Salmon,52-359-1255,Mycat,79,28,4,$15.00,9/20/2024,42,46
65-674-6076,Egg (Quail),16-933-3355,Ntags,78,61,6,$0.80,10/6/2024,49,60
87-013-6488,Sushi Rice,77-471-0792,Tekfly,22,10,53,$4.25,10/26/2024,64,7
95-449-1286,Egg (Chicken),18-260-7354,Realfire,10,17,70,$0.20,12/23/2024,100,63
95-640-0293,Arborio Rice,43-575-2151,Geba,34,32,22,$4.50,11/2/2024,42,27
08-495-6853,Heavy Cream,07-432-0137,Yadel,74,62,6,$4.00,1/13/2025,65,96
42-495-7698,Sushi Rice,93-625-4768,Latz,10,11,29,$4.30,10/8/2024,29,72
83-727-0814,Basmati Rice,79-656-1990,Yodo,11,87,64,$4.50,6/8/2024,29,6
01-050-2246,Grapes,80-462-5807,Gabspot,99,68,1,$5.50,2/25/2024,59,16
07-858-5487,Swiss Cheese,92-991-6167,Meeveo,64,14,44,$8.00,5/16/2024,53,33
20-283-0111,Pear,60-394-8955,Cogidoo,58,55,5,$4.45,4/17/2024,62,89
87-391-9658,Corn Oil,51-054-1226,Centizu,26,100,13,$2.50,9/18/2024,45,45
44-782-1395,Raw Sugar,54-132-9762,Flipopia,72,72,68,$1.50,6/26/2024,39,78
12-828-1063,Mozzarella Cheese,48-707-5857,Buzzdog,36,82,85,$7.10,3/29/2024,27,67
72-989-2512,Mushrooms,03-117-6217,Yakijo,24,21,4,$6.00,6/27/2024,85,17
53-667-4109,Onion,40-800-4739,Voolith,16,75,42,$2.00,3/21/2024,22,46
93-772-3085,Banana,61-807-0746,Edgetag,39,19,18,$13.99,7/18/2024,58,90
92-652-3737,Zucchini,42-361-6981,Quimm,89,56,74,$2.50,7/30/2024,27,51
74-404-0582,Cherry,31-628-6696,Jabbersphere,57,82,59,$8.00,11/20/2024,44,57
19-244-9890,Herbal Tea,98-107-0604,Wikido,61,22,98,$30.00,10/2/2024,90,11
01-839-6534,Short Grain Rice,51-519-4588,Tanoodle,56,28,76,$3.00,2/4/2025,93,69
58-229-1358,Cream,66-883-2383,Bubblebox,21,24,2,$2.35,9/11/2024,87,36
80-025-6757,Grapes,49-608-3851,Thoughtmix,59,29,100,$5.50,11/29/2024,74,16
35-031-1497,Green Coffee,84-835-1656,Linklinks,20,68,20,$12.00,7/4/2024,38,51
26-629-5920,Rye Bread,19-264-7608,Jetwire,99,6,88,$3.00,7/16/2024,49,9
51-000-8113,Green Tea,56-825-0880,Vidoo,24,27,35,$8.00,1/31/2025,49,58
93-571-7294,Sushi Rice,77-842-0920,Quire,78,94,7,$4.35,11/3/2024,69,40
48-770-6319,Egg (Duck),64-452-2395,Fivebridge,52,31,18,$1.00,11/21/2024,77,16
74-818-3306,Spinach,75-536-2986,Eabox,45,70,98,$2.45,7/27/2024,25,39
15-082-9124,Apricot,02-997-1489,LiveZ,89,35,19,$5.00,10/8/2024,49,55
66-854-5736,Kiwi,98-591-1051,Vitz,63,57,11,$5.80,12/23/2024,20,100
90-128-7973,Black Rice,91-417-6283,Shuffletag,49,3,7,$6.25,10/31/2024,75,46
60-198-7050,Green Tea,27-493-6787,Photobug,26,59,54,$8.00,11/24/2024,92,49
70-206-4860,Egg (Quail),82-527-9395,Meejo,93,68,71,$0.80,3/11/2024,30,37
25-353-2067,Papaya,01-210-3485,Brightbean,81,16,69,$4.30,8/4/2024,23,96
93-218-8108,Heavy Cream,05-966-6460,Talane,74,60,27,$4.00,5/22/2024,99,68
95-262-6208,Black Tea,66-227-1125,Devshare,19,78,90,$5.00,4/15/2024,72,84
02-484-0206,Short Grain Rice,62-011-9357,Quatz,64,97,91,$3.00,8/20/2024,48,100
08-226-5155,Bell Pepper,64-584-7898,Zava,49,93,15,$4.50,5/1/2024,52,31
47-581-0363,Parmesan Cheese,08-359-2568,Tagpad,99,10,88,$12.00,12/5/2024,69,98
04-104-6993,Buttermilk,06-776-1072,Trilia,60,1,42,$2.45,8/27/2024,42,91
45-380-4627,Cabbage,20-201-5639,Zoombox,90,1,40,$0.90,1/11/2025,52,19
41-240-8856,Haddock,28-162-7486,Snaptags,79,53,12,$9.00,5/29/2024,45,95
81-573-0943,Egg (Chicken),07-754-2313,Topiclounge,22,58,2,$0.20,6/28/2024,33,68
67-725-6830,Brown Rice,05-727-0033,Quinu,51,47,6,$2.50,8/11/2024,53,4
55-154-4728,Arabica Coffee,33-466-7894,Yotz,65,63,41,$20.00,1/7/2025,28,26
41-526-4036,Whipped Cream,45-923-7206,Flashset,55,25,87,$4.00,3/2/2024,69,48
86-273-9377,White Rice,38-330-5543,Eimbee,18,86,20,$1.80,12/4/2024,64,34
98-499-2220,Parmesan Cheese,69-666-2257,Skidoo,37,3,45,$12.00,4/22/2024,39,28
50-930-4751,Salmon,40-260-8547,Abata,88,40,29,$15.00,6/24/2024,96,87
88-304-2855,Pineapple,59-570-2020,Brainverse,20,51,33,$3.50,1/24/2025,80,41
69-743-0161,Bread Flour,29-774-6779,Twitterwire,99,54,71,$1.50,8/14/2024,80,10
40-902-1995,Asparagus,86-879-7811,Zoomzone,46,88,20,$4.80,12/8/2024,59,79
50-329-3360,Wild Rice,85-594-2570,Topdrive,19,77,66,$10.00,2/16/2025,62,100
03-441-4252,Yogurt,11-430-6041,Wordpedia,12,83,93,$1.75,6/28/2024,22,9
97-093-4278,Buttermilk,38-200-4863,Twitterlist,69,98,89,$2.55,4/9/2024,29,34
01-820-5784,Egg (Duck),80-567-5598,Skipfire,63,38,77,$1.00,2/12/2025,23,18
31-803-5001,Asparagus,14-414-1945,Voonder,78,16,37,$4.70,12/4/2024,25,96
61-317-9944,White Bread,03-220-5535,Skivee,72,20,71,$2.50,5/17/2024,87,68
56-303-5256,Wild Rice,29-821-5359,Babbleopia,58,24,25,$10.00,11/17/2024,75,26
86-672-4191,Egg (Goose),79-219-8469,Einti,88,22,61,$2.50,9/29/2024,54,100
34-547-0827,White Rice,30-853-8580,Wikibox,54,53,33,$1.80,1/17/2025,94,82
20-387-7746,Powdered Sugar,08-218-9429,Aivee,64,10,100,$2.50,6/5/2024,97,52
50-329-3145,Milk,88-418-3855,Jatri,12,54,48,$1.00,12/20/2024,31,88
02-559-8196,Mango,44-495-6660,Jaxnation,61,14,49,$5.20,12/12/2024,74,35
69-834-2874,Oatmeal Biscuit,51-600-6076,Skajo,28,62,81,$5.00,6/25/2024,28,30
27-474-0056,Spinach,56-969-3705,Feedfish,23,6,40,$2.50,12/19/2024,95,24
66-378-7532,Blueberries,15-365-5585,Flipbug,87,51,67,$10.00,6/5/2024,55,100
28-185-7303,Robusta Coffee,97-143-0641,Yozio,59,31,3,$10.00,1/21/2025,48,51
19-854-3663,Watermelon,72-509-7548,Dabjam,13,88,11,$3.00,5/5/2024,100,52
42-175-1648,Pomegranate,67-272-8844,Browsetype,81,87,15,$6.00,1/25/2025,94,10
56-657-4387,White Bread,78-629-7560,Meevee,61,77,45,$2.50,2/29/2024,51,48
05-720-8792,Carrot,33-265-4588,Linkbridge,80,91,36,$1.50,7/8/2024,81,74
84-151-2114,Brown Rice,79-704-1471,Avamm,39,57,54,$2.50,3/6/2024,77,32
10-378-9729,Cabbage,83-941-9620,Rooxo,69,21,68,$66.55,11/26/2024,36,35
53-930-2215,Egg (Goose),42-210-6541,Gabvine,60,43,32,$2.50,10/4/2024,77,60
02-034-6209,Sour Cream,34-724-1913,Yodel,22,43,3,$4.10,7/26/2024,45,87
28-003-8065,Almond Flour,42-579-7177,Voonte,79,47,51,$9.50,2/16/2025,83,69
19-021-5024,Broccoli,75-369-5047,Rhyzio,47,63,86,$4.00,2/13/2025,76,29
07-846-4804,Jasmine Rice,30-605-2164,Tagcat,20,25,73,$4.75,7/2/2024,78,1
70-542-4269,Gouda Cheese,27-772-7906,Gigazoom,41,22,11,$7.00,4/23/2024,86,30
52-797-6961,Tilapia,75-793-8978,Plajo,46,80,88,$7.00,6/7/2024,62,22
66-327-2821,Palm Oil,82-525-7224,Skipstorm,67,57,36,$1.80,4/10/2024,78,60
12-093-9863,Arborio Rice,21-416-3796,Feednation,51,19,96,$4.50,2/9/2025,73,42
08-396-2704,White Sugar,94-186-9620,Cogibox,42,12,28,$2.00,4/1/2024,80,8
72-970-0239,Sesame Oil,64-752-3122,Divanoodle,85,86,21,$6.50,7/24/2024,78,53
03-940-0630,Sunflower Oil,49-762-8263,Skibox,23,43,75,$2.50,10/31/2024,91,86
67-130-4114,Bell Pepper,53-718-1768,Devcast,84,26,37,$4.50,2/27/2024,46,67
32-270-1385,Greek Yogurt,81-072-8266,Quaxo,28,38,23,$42.58,12/15/2024,48,56
85-510-2915,White Bread,55-134-2668,Mybuzz,62,49,38,$2.50,5/29/2024,42,44
00-842-9790,Egg (Goose),37-079-2530,Oba,65,94,4,$2.50,1/30/2025,66,36
49-377-9731,Lime,56-823-5908,Livefish,18,8,68,$2.00,10/3/2024,54,45
96-682-8546,Egg (Chicken),03-882-3517,Kaymbo,70,29,24,$0.20,10/26/2024,62,55
92-837-8839,Vegetable Oil,95-484-3134,Yoveo,23,71,32,$2.00,1/16/2025,63,23
68-732-5919,Jasmine Rice,07-500-2023,Eimbee,26,83,24,$4.75,10/29/2024,75,12
37-064-7275,Robusta Coffee,63-522-2633,Skiptube,20,42,45,$10.00,6/25/2024,72,28
43-193-9915,Mozzarella Cheese,23-931-2988,Roodel,55,58,6,$7.20,7/12/2024,48,17
45-992-5653,Whole Wheat Flour,22-050-5775,Jaxworks,82,67,67,$2.75,7/7/2024,26,1
45-852-2446,Salmon,37-567-5710,Fanoodle,73,12,28,$15.00,6/8/2024,89,92
57-394-4703,White Tea,52-130-3457,Agivu,81,83,36,$25.00,1/7/2025,74,86
07-679-1199,Onion,75-406-6250,Wikizz,20,65,61,$2.00,7/10/2024,51,78
47-221-3391,Black Coffee,21-450-5520,Digitube,78,38,27,$15.00,7/9/2024,54,42
80-698-0324,Butter Biscuit,98-587-7923,Bluejam,84,58,28,$6.00,2/4/2025,51,12
36-383-3677,Corn Oil,88-020-6814,Centizu,32,38,23,$2.50,5/29/2024,52,11
42-907-6946,Coconut Oil,32-386-9832,Bluejam,90,75,6,$5.00,1/1/2025,55,64
96-209-1739,Evaporated Milk,82-930-7733,Miboo,70,81,75,$2.00,2/27/2024,24,54
36-679-4670,Bell Pepper,60-508-7567,Fatz,90,22,20,$4.50,2/22/2025,81,88
08-637-9335,Lettuce,99-178-0951,Meemm,100,7,14,$2.00,3/6/2024,26,33
56-875-3717,Brown Rice,39-257-6162,Youtags,89,54,15,$2.50,8/1/2024,64,63
86-978-6666,Whole Wheat Flour,43-979-2253,Dabjam,38,43,28,$2.70,7/26/2024,34,54
41-475-5305,Rye Bread,93-900-1170,Kwideo,61,20,29,$3.00,3/13/2024,71,97
25-911-7736,Orange,40-180-0752,Oba,75,48,25,$3.00,8/17/2024,96,65
28-433-8533,Multigrain Bread,81-694-0300,Topicware,87,70,77,$3.20,2/27/2024,73,44
84-624-0201,Bread Flour,25-769-3792,Skaboo,71,77,30,$1.50,11/9/2024,34,57
45-634-0679,Haddock,29-542-9338,Rhybox,98,100,34,$9.00,2/28/2024,53,20
93-014-4256,Green Beans,37-599-8579,BlogXS,19,92,41,$2.00,1/11/2025,51,79
24-989-3302,Coconut,89-159-0852,Eazzy,85,90,16,$5.00,6/3/2024,61,80
46-415-8633,Apple,32-497-0478,Omba,71,36,45,$3.50,11/17/2024,87,2
73-117-6105,Brown Rice,74-729-7466,Skipfire,44,48,77,$2.50,9/17/2024,67,79
53-710-7630,Rice Flour,46-171-9624,Livetube,25,95,71,$2.00,7/9/2024,24,76
10-617-7581,Peanut Oil,86-995-7254,Devpulse,24,14,5,$4.00,3/30/2024,98,9
66-312-5511,Anchovies,99-553-6838,Skipfire,44,97,76,$10.00,4/10/2024,80,33
87-423-8486,Powdered Sugar,12-947-4739,Mybuzz,63,4,46,$2.50,3/21/2024,40,69
64-493-5270,Palm Oil,36-964-9838,Dynabox,69,59,29,$1.80,5/23/2024,63,91
31-255-9616,Tuna,11-031-9939,Centimia,88,71,9,$18.00,12/28/2024,28,14
26-799-3714,Robusta Coffee,50-877-0990,Mymm,74,2,45,$10.00,2/3/2025,37,99
64-119-7804,Bell Pepper,53-497-9614,Jaxbean,98,43,9,$4.50,3/6/2024,86,62
74-181-4135,Egg (Chicken),00-487-2428,Meembee,22,19,4,$0.20,3/17/2024,88,24
34-369-7712,Apricot,95-241-9348,Fivebridge,55,96,40,$5.00,5/11/2024,23,47
31-157-1822,Ricotta Cheese,53-998-1422,Kwideo,96,80,20,$6.10,7/30/2024,94,49
27-459-0724,Feta Cheese,45-331-8563,Quaxo,91,7,64,$7.00,8/12/2024,32,65
47-441-7682,Digestive Biscuit,90-998-1236,Vimbo,40,91,24,$4.00,12/12/2024,28,47
32-676-1026,Salmon,98-155-9583,Buzzshare,52,46,12,$15.00,6/4/2024,43,34
77-959-1018,Lettuce,00-912-3545,Gigabox,22,22,65,$2.00,4/30/2024,62,78
60-911-3745,Black Rice,87-570-0273,Blognation,98,41,98,$6.35,8/31/2024,70,75
57-101-0060,Whole Wheat Flour,40-070-5881,Topicstorm,59,73,86,$2.75,1/1/2025,32,56
54-758-4622,Chocolate Biscuit,94-903-2643,Devcast,99,3,79,$5.00,1/16/2025,65,16
92-152-5820,Black Tea,50-747-2259,Jaloo,18,36,53,$5.30,5/1/2024,65,100
44-637-5512,Watermelon,27-541-2645,Jaxspan,58,12,99,$3.00,1/12/2025,71,30
65-854-9364,Black Rice,64-800-4141,BlogXS,30,34,96,$6.30,12/19/2024,61,13
60-747-8704,Papaya,93-793-4398,Twitterwire,97,97,71,$4.50,9/29/2024,53,31
85-835-3445,Egg (Goose),13-433-4930,Gigashots,50,93,37,$2.45,3/2/2024,78,79
66-716-8221,Cheddar Cheese,67-024-9832,LiveZ,70,96,35,$9.00,6/24/2024,63,84
01-026-2772,Blueberries,20-532-0144,Buzzbean,40,61,47,$10.00,6/11/2024,76,10
21-252-1360,Corn Oil,28-314-1189,Shuffletag,75,23,34,$2.50,9/4/2024,100,54
80-039-1261,Strawberries,37-994-7932,Skimia,26,97,12,$6.00,11/28/2024,94,58
48-427-0551,Arabica Coffee,01-900-4509,Jetpulse,13,55,77,$20.00,12/16/2024,67,68
02-575-1980,Plum,61-100-8296,Yambee,11,58,32,$4.00,7/9/2024,99,94
61-293-6327,Salmon,00-023-7719,Kamba,98,67,49,$15.00,12/29/2024,21,61
08-519-5579,Broccoli,32-178-2765,Abatz,35,4,76,$4.00,8/22/2024,90,30
33-670-6797,Mackerel,74-032-7560,Wikido,45,56,64,$7.50,8/26/2024,35,82
29-741-8132,Kale,49-384-4540,Blogpad,47,22,69,$4.00,7/14/2024,26,59
89-713-6071,Sesame Oil,84-123-7159,Tazz,89,66,28,$6.50,11/19/2024,39,25
00-641-8691,Black Coffee,34-824-0575,Brainverse,33,22,94,$15.00,9/24/2024,96,56
68-977-6854,Apricot,73-830-9633,Blognation,90,30,42,$5.00,7/29/2024,76,69
86-257-4613,Jasmine Rice,70-402-4816,Kwilith,44,26,60,$4.75,8/23/2024,63,59
06-340-6856,Wild Rice,11-005-7835,Podcat,41,56,12,$9.75,11/25/2024,93,88
11-338-4598,Potato,72-360-6358,Centimia,72,58,69,$1.20,2/3/2025,96,23
82-711-0772,Egg (Goose),78-877-1866,Skyble,72,58,52,$2.40,5/16/2024,36,14
05-184-4175,Black Coffee,31-676-5646,Skyndu,40,30,60,$15.00,10/23/2024,33,84
17-274-6898,Whole Wheat Bread,34-738-1209,Photobug,36,53,92,$3.50,6/1/2024,67,43
79-569-8856,Vegetable Oil,04-854-7165,Digitube,51,87,86,$2.00,5/19/2024,24,83
00-534-9775,Black Coffee,79-955-6260,Tagpad,87,91,23,$14.90,5/23/2024,90,75
94-071-2261,Pear,25-706-2146,Roodel,79,37,98,$4.50,3/2/2024,33,20
94-355-3070,Tilapia,73-393-9432,Jabbercube,14,52,80,$6.80,7/13/2024,64,17
17-265-1899,Orange,61-793-0279,Demimbu,81,35,82,$3.00,3/25/2024,86,71
13-888-0149,Lime,09-902-6272,Shufflebeat,75,18,65,$2.00,12/30/2024,32,92
21-890-2826,Gouda Cheese,32-371-1686,Avaveo,48,12,62,$7.00,5/4/2024,59,23
05-425-0746,Onion,23-450-0301,Gabspot,50,68,90,$2.00,5/9/2024,40,13
88-807-8431,Haddock,66-563-9462,Eire,11,87,43,$9.00,6/6/2024,86,91
77-377-1659,Almond Flour,64-674-3902,Thoughtblab,74,22,91,$9.50,1/22/2025,24,12
92-362-3567,Tomato,40-056-7748,Fivebridge,11,10,60,$2.50,5/6/2024,93,53
99-961-0767,Heavy Cream,78-954-5649,Tambee,85,15,30,$4.00,10/25/2024,95,63
94-092-3355,Cauliflower,76-641-2070,Flashspan,57,43,46,$2.50,12/1/2024,87,88
29-344-3658,Lime,33-546-5056,Yata,75,56,57,$1.90,10/25/2024,63,64
60-327-4114,Egg (Turkey),59-968-8346,Katz,63,7,23,$2.35,11/22/2024,78,100
13-409-9040,White Tea,34-303-5097,Jazzy,35,20,42,$25.25,8/5/2024,53,56
75-927-9108,Cabbage,27-406-7972,Topdrive,24,32,17,$1.00,6/17/2024,55,72
30-806-3823,Jasmine Rice,36-451-3173,Topicware,53,26,3,$4.75,7/4/2024,100,94
65-780-5622,Butter Biscuit,69-460-9770,InnoZ,74,81,41,$6.00,5/2/2024,51,67
94-598-3383,Brown Rice,39-488-0039,Viva,79,38,67,$2.50,10/8/2024,43,93
45-250-4679,Bread Flour,80-328-4990,Dazzlesphere,54,78,81,$1.50,11/23/2024,41,63
45-317-9731,Palm Oil,05-779-0378,Wordware,44,83,78,$1.80,1/7/2025,46,4
41-131-3841,Almond Flour,55-269-1746,Camido,77,19,31,$9.50,1/23/2025,27,25
15-905-7750,Apricot,48-176-1622,Skinix,42,61,52,$5.00,1/31/2025,86,99
68-973-8812,Sweet Potato,31-955-7362,Yodo,44,77,45,$2.00,6/22/2024,89,64
49-570-8214,Sour Cream,17-345-5800,Realblab,81,76,10,$4.00,5/27/2024,68,100
57-779-4955,Black Rice,84-869-9980,Zazio,92,48,22,$6.25,12/1/2024,38,61
85-781-5386,Salmon,89-439-6947,Avavee,78,68,86,$15.00,3/20/2024,47,95
72-341-1154,Heavy Cream,84-090-6472,Yodo,85,66,85,$4.20,10/31/2024,65,58
28-986-8001,Pomegranate,37-281-2537,Kwideo,65,69,4,$6.00,6/15/2024,80,26
82-811-7988,Olive Oil,41-772-9238,Realmix,36,3,54,$6.00,6/13/2024,74,8
27-495-1912,Potato,34-667-8907,Thoughtbridge,26,63,88,$1.20,2/29/2024,84,70
44-480-9446,Sunflower Oil,35-000-6015,Aibox,39,13,13,$2.50,2/19/2025,84,93
77-937-1108,White Sugar,41-007-0132,Twimm,39,83,21,$2.00,4/23/2024,73,88
82-538-4809,Cabbage,74-357-2990,Twitternation,83,61,4,$1.00,11/5/2024,35,7
69-895-3397,Cucumber,02-575-2074,Yabox,28,5,9,$1.80,1/16/2025,33,9
44-112-3331,Tuna,90-453-4096,Realmix,85,17,96,$18.00,7/2/2024,92,34
93-682-2069,Lime,60-038-7810,Roomm,76,39,15,$2.00,6/23/2024,77,70
49-199-6836,Tomato,81-999-7392,Thoughtbeat,100,64,62,$2.50,12/30/2024,84,44
47-221-2470,Pomegranate,30-780-7583,Teklist,17,45,44,$6.00,4/3/2024,37,16
71-067-3278,Anchovies,76-797-9430,Twitterbridge,51,35,95,$10.00,5/8/2024,80,89
89-388-3239,Grapes,28-521-7083,Centizu,54,88,43,$5.50,5/24/2024,81,77
10-555-5971,Sourdough Bread,30-410-3509,Gigashots,94,56,80,$4.00,12/2/2024,47,96
82-931-7126,Asparagus,67-596-1997,Vitz,34,95,18,$5.00,10/17/2024,41,26
24-228-6840,Herbal Tea,26-280-5472,Myworks,27,1,3,$30.00,8/9/2024,34,63
52-392-5312,All-Purpose Flour,78-092-4768,Pixonyx,50,42,20,$1.75,2/19/2025,87,59
36-531-4087,Almond Flour,83-172-5527,Skaboo,85,12,94,$9.50,10/25/2024,26,32
39-810-2042,Rice Flour,65-620-9866,Quatz,24,2,49,$2.00,1/25/2025,98,82
55-164-7723,Halibut,85-454-9252,Gevee,82,31,86,$20.00,5/17/2024,66,74
61-680-9496,Apple,75-448-1356,Wikido,17,14,17,$3.50,10/5/2024,36,64
24-143-4957,Canola Oil,29-968-4976,Katz,25,97,63,$2.30,6/22/2024,72,23
26-456-1992,Tilapia,60-159-3514,Geba,56,59,87,$7.00,12/23/2024,65,45
62-998-7250,Evaporated Milk,72-002-3904,Photobug,72,3,10,$2.00,7/31/2024,52,14
38-617-7226,Mushrooms,91-215-9838,Bluezoom,65,42,62,$6.30,6/19/2024,54,2
00-366-9496,Grapes,40-515-1141,Kimia,30,66,28,$5.50,2/8/2025,63,98
76-027-4850,Onion,75-256-5638,Tavu,39,37,48,$2.00,8/26/2024,25,19
27-269-5260,Pineapple,54-724-8610,Rhyloo,14,81,65,$3.50,3/15/2024,74,84
40-126-0515,Carrot,78-379-0369,Gigashots,74,37,57,$1.50,3/4/2024,91,18
31-387-5020,Parmesan Cheese,02-811-7933,Buzzbean,63,41,98,$11.90,12/17/2024,37,7
13-673-7016,Peach,78-726-6352,Youfeed,47,67,57,$4.00,7/22/2024,36,48
85-212-2729,Egg (Turkey),58-226-6435,Browsecat,42,94,79,$2.50,12/21/2024,61,92
99-048-8310,Tomato,70-453-8646,Demimbu,32,49,73,$2.50,4/22/2024,80,36
19-112-1616,Lettuce,55-251-3001,Quamba,88,56,72,$2.00,4/12/2024,25,36
98-546-7398,Yogurt,37-921-2953,Thoughtworks,80,69,71,$1.75,5/3/2024,41,43
63-874-9747,Orange,22-506-4911,Oloo,36,59,90,$3.00,12/9/2024,25,60
58-946-5152,Bread Flour,42-201-4328,Avaveo,11,77,7,$1.50,11/5/2024,77,46
65-867-4029,Peach,70-591-9841,Livepath,40,83,50,$4.00,9/3/2024,92,50
89-328-9019,Bread Flour,63-057-0462,Jazzy,63,43,8,$1.50,4/20/2024,55,72
02-170-5225,Raw Sugar,90-940-9550,Eabox,90,75,43,$1.50,9/18/2024,80,57
24-478-8277,Multigrain Bread,64-070-7611,Bubblebox,47,26,40,$3.25,1/12/2025,30,72
91-290-9062,Digestive Biscuit,95-609-1485,Zoonder,29,2,84,$4.00,4/19/2024,80,85
44-546-5713,Peach,61-382-5182,Blogpad,94,69,68,$4.00,1/16/2025,24,20
20-031-0532,Mango,35-835-8848,Oyoloo,32,63,92,$4.90,7/25/2024,84,34
48-242-8445,Plum,84-941-3034,Mybuzz,40,3,5,$4.00,6/15/2024,45,69
33-378-1365,Egg (Goose),31-483-9201,Tagchat,50,66,1,$2.50,12/7/2024,76,73
57-763-5501,Cod,25-790-1641,Kwimbee,72,29,10,$8.00,4/7/2024,54,38
71-015-9181,Pomegranate,56-196-9896,Tagopia,22,35,55,$6.00,8/27/2024,41,27
14-115-8371,Chocolate Biscuit,80-833-3051,Yakitri,23,76,70,$5.00,9/19/2024,97,38
83-568-3475,Halibut,10-950-0546,Camimbo,35,72,70,$20.00,4/4/2024,74,15
79-884-8810,Cucumber,14-108-0409,Dabtype,12,93,29,$1.75,12/6/2024,45,12
50-772-2613,Cheddar Cheese,74-619-4608,Roomm,86,23,1,$9.00,5/19/2024,100,86
19-377-5021,Mackerel,34-014-5873,Skynoodle,91,96,90,$7.50,8/11/2024,90,75
39-913-2999,Evaporated Milk,74-119-8973,Centimia,23,99,97,$2.00,4/6/2024,68,76
